Direction,District,Elevator,Floor,Id,Layout,Price,Region,Renovation,Size,Year 
,温江大学城,有,低楼层 (共33层),106101512087,3室2厅,125,东南,其他,100.24㎡,2013年建
,红光,有,低楼层 (共25层),106101492283,2室1厅,67,东南,其他,69.35㎡,2014年建
,高新西,有,低楼层 (共29层),106101482894,3室1厅,152,东,其他,108.63㎡,2014年建
,金牛万达,有,低楼层 (共18层),106101483595,2室2厅,100,东 南,其他,71.26㎡,2007年建
,光华大道沿线,有,低楼层 (共34层),106101482027,2室1厅,92.6,东,简装,67.77㎡,2014年建
,马鞍路,有,低楼层 (共23层),106101479780,2室2厅,160,东 西,其他,93.74㎡,2008年建
,温江大学城,有,高楼层 (共29层),106101478021,2室2厅,96.2,西北,其他,82.25㎡,2016年建
,温江老城,有,低楼层 (共32层),106101474427,3室2厅,132,东南,其他,121.67㎡,2011年建
,温江新城,有,低楼层 (共33层),106101476020,4室2厅,175,西北,其他,144㎡,2010年建
,郫县万达,有,高楼层 (共33层),106101472037,3室2厅,127,东北,其他,124.69㎡,2012年建
,贝森,有,中楼层 (共31层),106101470994,2室1厅,148,西,精装,62.66㎡,2014年建
,花照壁,无,高楼层 (共6层),106101467532,2室2厅,130,东南,其他,86㎡,2004年建
,营门口,有,中楼层 (共32层),106101470281,3室2厅,260,东南,其他,118.54㎡,2008年建
,成渝立交,有,高楼层 (共34层),106101462393,3室2厅,198,东北,精装,111.06㎡,2011年建
,高家庄,有,中楼层 (共17层),106101452112,3室2厅,132,西北,其他,91.51㎡,2009年建
,成渝立交,有,中楼层 (共33层),106101460541,3室2厅,225,东南,其他,106㎡,2008年建
,红光,有,中楼层 (共24层),106101452499,3室1厅,86,东南,其他,81.8㎡,未知年建
,花牌坊,有,中楼层 (共34层),106101465313,2室1厅,165,东,其他,79.31㎡,2009年建
,攀成钢,有,高楼层 (共32层),106101445461,3室1厅,325,南,其他,107.44㎡,2016年建
,丽都,有,中楼层 (共11层),106101450527,1室1厅,69,东南,其他,49.43㎡,未知年建
,桐梓林,有,高楼层 (共8层),106100774811,4室2厅,500,北,毛坯,226.27㎡,2003年建
,丽都,有,中楼层 (共12层),106100786748,1室1厅,58.8,东北,其他,51.08㎡,2003年建
,华阳,有,低楼层 (共33层),106100766013,4室2厅,210,东,其他,123㎡,2016年建
,航空港,有,高楼层 (共18层),106100760804,2室2厅,115,东南,其他,85.49㎡,2009年建
,卓锦城,无,中楼层 (共6层),106100757567,3室2厅,220,南,精装,120㎡,2006年建
,外光华,有,高楼层 (共8层),106100700980,3室2厅,312,东南,其他,135.35㎡,2013年建
,远大,有,低楼层 (共11层),106100655229,2室2厅,208,南 北,其他,105㎡,2005年建
,海洋公园,有,低楼层 (共31层),106100673256,3室2厅,297,东 西,其他,141.82㎡,2011年建
,郫县万达,无,中楼层 (共6层),106100541748,2室2厅,90,西南,其他,89.32㎡,2013年建
,西南交大,无,高楼层 (共6层),106100611888,4室3厅,285,南,简装,187.57㎡,2003年建
,外光华,有,中楼层 (共18层),106101472990,3室2厅,160,北,精装,103.98㎡,2010年建
,市一医院,有,中楼层 (共18层),106100451056,2室2厅,175,南,其他,89.41㎡,2010年建
,麓山,有,中楼层 (共10层),106100491040,1室1厅,65,东南,其他,45.85㎡,2010年建
,静居寺,暂无数据,中楼层 (共7层),106101467518,2室1厅,88,东南,简装,64.76㎡,未知年建
,航空路,有,低楼层 (共24层),106101441226,1室1厅,100,南,毛坯,50.62㎡,2011年建
,犀浦,有,低楼层 (共10层),106101448465,4室2厅,200,东南,毛坯,165.64㎡,2011年建
,神仙树,有,高楼层 (共19层),106101670610,1室1厅,110,南,其他,52.78㎡,2015年建
,建设路,有,高楼层 (共33层),106101443926,2室1厅,140,西,其他,80.16㎡,2009年建
,卓锦城,有,低楼层 (共34层),106101578371,4室1厅,480,东南,其他,125.53㎡,2013年建
,卓锦城,有,中楼层 (共32层),106101620204,4室2厅,415,东南,毛坯,97.24㎡,2010年建
,外双楠,无,中楼层 (共6层),106101470198,2室1厅,84,西南,其他,61.48㎡,2004年建
,芳草,无,低楼层 (共7层),106101466295,3室2厅,125,南,其他,109.39㎡,1999年建
,桐梓林,有,高楼层 (共16层),106101425572,3室2厅,279,南,其他,148.53㎡,2003年建
,大面,无,低楼层 (共5层),106101439756,5室2厅,390,东南 西北,精装,205.66㎡,2013年建
,十陵,有,低楼层 (共33层),106101402026,2室2厅,98,北,简装,69.67㎡,2013年建
,红牌楼,有,中楼层 (共16层),106101401853,3室2厅,258,东南,其他,106.68㎡,2011年建
,南湖,有,低楼层 (共34层),106100992886,2室2厅,140,北,其他,77.43㎡,2010年建
,万象城,有,低楼层 (共31层),106101401544,3室2厅,220,西北,精装,86.92㎡,2013年建
,优品道,有,高楼层 (共9层),106101372573,3室2厅,318,南,其他,124.34㎡,2006年建
,华阳,无,低楼层 (共6层),106100990900,4室2厅,210,东南,其他,157.13㎡,2003年建
,琉璃场,有,高楼层 (共42层),106100983852,2室2厅,140,南,简装,71.74㎡,2009年建
,建设路,无,中楼层 (共7层),106100980903,2室1厅,132,西,简装,77.43㎡,2002年建
,大面,有,低楼层 (共39层),106100975325,2室2厅,110,西南,精装,67㎡,2015年建
,中德,无,低楼层 (共6层),106100980717,3室2厅,145,东北,简装,107.04㎡,2007年建
,卓锦城,有,低楼层 (共33层),106100969443,3室2厅,195,东南,其他,74.4㎡,2015年建
,华西,无,中楼层 (共7层),106100967007,2室1厅,105,西南,其他,79.27㎡,1988年建
,抚琴小区,有,中楼层 (共18层),106100949384,2室2厅,178,西南,其他,92.25㎡,2008年建
,驷马桥,有,中楼层 (共18层),106100954560,3室1厅,145,东南,其他,92.6㎡,2011年建
,南湖,有,高楼层 (共34层),106100946380,3室2厅,212,北,其他,114㎡,2010年建
,新会展,有,中楼层 (共31层),106100906299,3室2厅,315,东南,简装,162.35㎡,2007年建
,芳草,无,低楼层 (共6层),106100915154,2室2厅,118,东南,其他,86.65㎡,1991年建
,成外,有,高楼层 (共17层),106100941854,1室1厅,85,西南,其他,54.91㎡,2013年建
,东光小区,无,高楼层 (共6层),106100903111,3室2厅,160,东南,简装,98.82㎡,未知年建
,外双楠,有,低楼层 (共11层),106100896694,2室1厅,150,东南,其他,92.39㎡,2005年建
,花都大道,有,中楼层 (共11层),106100891161,2室1厅,122,西南,其他,87.88㎡,2007年建
,花照壁,无,高楼层 (共7层),106100888950,2室2厅,140,东南 东北,其他,88.82㎡,2000年建
,南湖,无,低楼层 (共6层),106100842769,3室2厅,208,南,其他,151.43㎡,2008年建
,中海国际,无,中楼层 (共6层),106100875562,3室2厅,249,东南,简装,142.19㎡,2007年建
,攀成钢,有,中楼层 (共33层),106100880437,1室2厅,145,北,其他,52.14㎡,2010年建
,驷马桥,有,高楼层 (共15层),106100824366,1室1厅,80,西南,其他,62.81㎡,2009年建
,金融城,有,中楼层 (共31层),106100818466,3室2厅,550,东南,毛坯,157.26㎡,2014年建
,大丰,有,低楼层 (共18层),106100838786,3室2厅,135,北,毛坯,96.81㎡,2014年建
,龙湾,有,中楼层 (共17层),106100814157,1室1厅,88,西 北,精装,51.39㎡,2009年建
,卓锦城,有,低楼层 (共12层),106100809977,3室2厅,235,西南,简装,126.3㎡,2006年建
,九里堤,有,中楼层 (共8层),106100797849,3室2厅,216,南,其他,118.11㎡,2001年建
,洪河,有,中楼层 (共11层),106100803392,3室2厅,220,东南,毛坯,137.85㎡,2009年建
,温江新城,有,高楼层 (共32层),106100809058,3室2厅,145,南,毛坯,82.2㎡,2016年建
,茶店子,暂无数据,高楼层 (共6层),106101050023,2室1厅,75,东南,其他,49.95㎡,未知年建
,大丰,有,低楼层 (共32层),106101046597,2室2厅,96.5,南,其他,68.58㎡,2013年建
,万年场,有,中楼层 (共11层),106101044833,3室2厅,155,东南,简装,118.09㎡,2008年建
,华阳,有,高楼层 (共32层),106101045822,1室1厅,78,东,精装,47.99㎡,2010年建
,大丰,暂无数据,高楼层 (共6层),106101044755,3室1厅,200,南,其他,133.14㎡,未知年建
,东苑,有,高楼层 (共32层),106101043915,4室2厅,500,东,毛坯,171.44㎡,2011年建
,市一医院,有,中楼层 (共22层),106101040347,2室2厅,205,西,毛坯,86.67㎡,2014年建
,芙蓉古城,有,高楼层 (共26层),106101030616,2室2厅,90,东,毛坯,84.09㎡,未知年建
,华阳,有,低楼层 (共6层),106101029795,3室2厅,160,南 北,其他,143.35㎡,2007年建
,蛟龙港,有,高楼层 (共37层),106101035850,2室2厅,139,东北,精装,89.65㎡,2014年建
,龙湾,有,高楼层 (共17层),106101034242,1室1厅,89,东,其他,50.5㎡,2009年建
,温江大学城,有,低楼层 (共26层),106101030167,2室2厅,92,东,其他,85.56㎡,2014年建
,万年场,有,低楼层 (共11层),106101029538,3室1厅,200,西北,精装,120.94㎡,2008年建
,外金沙,有,低楼层 (共18层),106101022928,3室2厅,310,南,其他,132.85㎡,2009年建
,市一医院,有,高楼层 (共15层),106101022478,5室2厅,430,西南,其他,222.5㎡,2009年建
,花都大道,有,低楼层 (共33层),106101017597,3室2厅,146,东南,精装,115.17㎡,2014年建
,大面,有,低楼层 (共32层),106101018235,3室2厅,136,西北,其他,91.22㎡,2011年建
,玉林,有,中楼层 (共27层),106101016937,1室1厅,82,北,其他,47.63㎡,2007年建
,双楠,无,高楼层 (共7层),106101019061,2室1厅,125,南,其他,81.39㎡,1998年建
,金牛万达,暂无数据,中楼层 (共7层),106101021217,3室2厅,120,东南,其他,101.45㎡,未知年建
,华阳,有,低楼层 (共14层),106101015288,2室2厅,135,东南,其他,80.45㎡,2006年建
,大丰,有,中楼层 (共30层),106101015286,3室2厅,155,东,其他,104.44㎡,2015年建
,沙河堡,有,高楼层 (共27层),106101013599,3室2厅,225,西北,简装,118.43㎡,2008年建
,东湖,有,低楼层 (共33层),106100998216,1室1厅,122,东南,精装,46.39㎡,2012年建
,府南新区,有,低楼层 (共11层),106100997742,3室2厅,280,北,其他,150.39㎡,2002年建
,芳草,无,高楼层 (共7层),106101000880,4室1厅,166,南,其他,137.31㎡,1996年建
,双楠,无,高楼层 (共7层),106100997590,2室1厅,115,南,其他,72.07㎡,2000年建
,大丰,有,低楼层 (共18层),106101535306,3室2厅,112,南,其他,86.34㎡,2015年建
,高新西,有,高楼层 (共24层),106101530835,3室2厅,92,西南,其他,89.24㎡,2008年建
,金沙,有,低楼层 (共30层),106100367644,5室2厅,620,南 北,其他,197.61㎡,2012年建
,大丰,有,高楼层 (共26层),106101418300,3室2厅,123,西南,其他,101.24㎡,2008年建
,金牛万达,有,低楼层 (共18层),106100980648,2室2厅,110,北,其他,92.67㎡,2008年建
,国色天乡,有,中楼层 (共23层),106101379975,3室1厅,104,东南,其他,84.95㎡,2015年建
,温江新城,有,中楼层 (共33层),106101376268,3室2厅,126,东南,其他,88.69㎡,2016年建
,大源,有,中楼层 (共26层),106101447318,3室2厅,350,南,其他,137.5㎡,2012年建
,大丰,有,中楼层 (共18层),106101257026,3室2厅,118,南,其他,90.23㎡,2014年建
,高新西,有,高楼层 (共26层),106101263573,2室2厅,86.5,西南,其他,87.04㎡,2012年建
,神仙树,有,中楼层 (共17层),106101251953,2室1厅,135,东南,精装,80.32㎡,2009年建
,紫荆,有,低楼层 (共14层),106101286649,3室2厅,232,南,其他,123.09㎡,2004年建
,高家庄,有,中楼层 (共18层),106101261017,3室2厅,152,西南,其他,80.58㎡,2014年建
,郫县城区,有,低楼层 (共32层),106101286178,2室1厅,80,东南,其他,73.66㎡,2014年建
,花都大道,有,高楼层 (共33层),106101284221,3室1厅,140,西南,其他,111.35㎡,2014年建
,国宾,有,中楼层 (共21层),106101238156,2室2厅,115,东南,其他,77.93㎡,2015年建
,华阳,有,中楼层 (共12层),106101088205,2室2厅,126,西,其他,87.66㎡,2008年建
,大面,有,高楼层 (共29层),106101093881,2室1厅,120,南,简装,89.18㎡,2012年建
,东光小区,有,高楼层 (共11层),106101073549,3室2厅,280,西,精装,124.23㎡,2007年建
,东郊记忆,有,中楼层 (共18层),106101079978,2室2厅,150,西北,其他,89.98㎡,2008年建
,中德,无,中楼层 (共6层),106101065680,2室1厅,175,东,其他,89.58㎡,2006年建
,草市街,无,中楼层 (共7层),106101060574,3室1厅,102,东,其他,67.8㎡,1991年建
,动物园,有,中楼层 (共20层),106101057335,3室2厅,175,东,简装,97.62㎡,2008年建
,四河,有,中楼层 (共29层),106101054705,3室1厅,155,东,精装,71.09㎡,2013年建
,广都,有,中楼层 (共34层),106101051299,2室1厅,150,东 西,其他,79.79㎡,2017年建
,保利公园,有,高楼层 (共15层),106101044426,4室2厅,150,西北,其他,116㎡,2014年建
,新会展,有,中楼层 (共31层),106101043412,2室1厅,242,东南,其他,123.05㎡,2007年建
,茶店子,有,中楼层 (共18层),106101040762,2室2厅,150,东,简装,87.72㎡,2006年建
,新都城区,有,低楼层 (共33层),106101021311,3室2厅,170,南,毛坯,129.72㎡,2018年建
,广都,有,低楼层 (共18层),106101038271,2室2厅,150,南,其他,86.54㎡,2007年建
,大源,有,低楼层 (共24层),106101007346,4室1厅,320,西,精装,118㎡,2009年建
,沙河堡,有,低楼层 (共34层),106101035272,3室1厅,192,东南,其他,96.12㎡,2013年建
,海洋公园,有,高楼层 (共32层),106100997611,2室2厅,170,东南,其他,84.62㎡,2012年建
,海洋公园,有,高楼层 (共29层),106100994669,3室2厅,291,南 北,其他,135.94㎡,2011年建
,新会展,有,中楼层 (共33层),106100980872,2室1厅,199,西南,其他,81.33㎡,2012年建
,八宝街,暂无数据,高楼层 (共6层),106100955768,3室1厅,116,西南,其他,58.06㎡,未知年建
,四河,有,低楼层 (共33层),106100964208,2室1厅,149.5,西北,其他,81.94㎡,2009年建
,外双楠,有,高楼层 (共11层),106100970549,3室1厅,330,南,其他,145.24㎡,2006年建
,金府,无,高楼层 (共6层),106100922685,4室2厅,240,西北,简装,173.28㎡,2000年建
,大源,有,低楼层 (共39层),106100934319,2室1厅,180,南,其他,68.71㎡,2012年建
,花都大道,有,中楼层 (共33层),106100912717,4室2厅,150,北,其他,129.79㎡,2014年建
,攀成钢,有,低楼层 (共33层),106100897080,1室2厅,155,东,其他,54.63㎡,2010年建
,新会展,有,低楼层 (共32层),106100896192,5室2厅,520,北,精装,203.54㎡,2008年建
,新华公园,无,高楼层 (共7层),106100895256,2室2厅,118,南,精装,83.54㎡,1993年建
,神仙树,有,低楼层 (共13层),106100860653,4室2厅,346,南,其他,163.32㎡,2005年建
,大面,有,低楼层 (共34层),106101234876,2室1厅,70,西南,其他,49.96㎡,2012年建
,中海国际,有,低楼层 (共17层),106100845842,3室2厅,170,西南,其他,88.24㎡,2007年建
,中和,有,中楼层 (共18层),106101232083,3室2厅,166,东南,其他,111.32㎡,2010年建
,三圣乡,有,低楼层 (共32层),106101234620,3室2厅,165,东南,精装,87.96㎡,2013年建
,合江亭,无,高楼层 (共7层),106101228951,2室1厅,118,东南,其他,70.31㎡,未知年建
,大面,有,中楼层 (共11层),106101220449,3室2厅,197,西北,其他,108.87㎡,2011年建
,大源,有,中楼层 (共24层),106101228288,2室2厅,160,南,其他,89.26㎡,2011年建
,光华大道沿线,有,高楼层 (共24层),106101214945,4室2厅,198,东南,其他,115.5㎡,2011年建
,茶店子,无,高楼层 (共6层),106101199384,3室2厅,110,南,其他,81.51㎡,1998年建
,浣花溪,无,高楼层 (共5层),106101191279,4室2厅,385,南 北,其他,155.48㎡,未知年建
,李家沱,无,高楼层 (共7层),106101212224,2室1厅,85,东,其他,67.11㎡,未知年建
,中和,无,高楼层 (共6层),106101212080,3室2厅,154,南,其他,127.27㎡,2002年建
,市一医院,有,低楼层 (共18层),106101197525,2室2厅,165,南,精装,89.52㎡,2012年建
,金融城,有,高楼层 (共30层),106101184892,4室2厅,799,南,其他,206.67㎡,2014年建
,航天,无,低楼层 (共6层),106101177077,3室2厅,170,东南 北,其他,127.58㎡,2006年建
,国宾,有,低楼层 (共29层),106101149603,2室2厅,196,西南,其他,87.44㎡,2013年建
,东升镇,无,中楼层 (共6层),106101166183,3室2厅,126,东南,其他,136.79㎡,未知年建
,三圣乡,有,中楼层 (共33层),106101132482,2室2厅,170,西南,其他,91.53㎡,2012年建
,万家湾,有,中楼层 (共18层),106101156636,2室1厅,126,北,其他,55.97㎡,2014年建
,温江老城,有,中楼层 (共7层),106101133811,4室2厅,126,东南,简装,160.8㎡,2000年建
,龙泉驿城区,有,高楼层 (共34层),106101149327,4室2厅,165,南 北,其他,123.76㎡,2013年建
,合江亭,有,低楼层 (共40层),106101127851,1室1厅,315,南,其他,68.44㎡,2013年建
,琉璃场,有,中楼层 (共25层),106101123086,3室2厅,180,西,其他,104.63㎡,2010年建
,南湖,暂无数据,高楼层 (共5层),106101111247,2室2厅,84,西南,其他,79.27㎡,未知年建
,华阳,有,高楼层 (共33层),106101115012,3室2厅,170,北,其他,89.79㎡,2016年建
,西南交大,无,高楼层 (共7层),106101122809,3室2厅,168,南,其他,105.47㎡,2000年建
,南湖,有,低楼层 (共26层),106101106306,2室2厅,130,东,其他,81.57㎡,2009年建
,珠江新城,有,中楼层 (共33层),106101099593,4室2厅,210,南,其他,123.49㎡,2012年建
,大面,有,高楼层 (共32层),106101106073,3室2厅,193,东南,其他,121.57㎡,2015年建
,驷马桥,有,高楼层 (共21层),106101098249,2室1厅,110,东 东南,其他,56.96㎡,2016年建
,水碾河,有,低楼层 (共18层),106101152755,2室1厅,160,西南,精装,91.44㎡,2003年建
,光华大道沿线,有,中楼层 (共12层),106101630323,3室1厅,175,南,简装,133.82㎡,2012年建
,合江亭,有,高楼层 (共37层),106101643831,4室2厅,690,西,毛坯,213.39㎡,2011年建
,蛟龙港,有,中楼层 (共14层),106101572534,3室2厅,155,东北,其他,139.24㎡,2010年建
,成渝立交,有,低楼层 (共25层),106101594300,3室2厅,185,西南,其他,97.78㎡,2013年建
,市一医院,有,中楼层 (共22层),106101027966,3室1厅,330,南,简装,137㎡,2014年建
,金融城,有,中楼层 (共23层),106101444627,6室2厅,899,南,精装,239.88㎡,2012年建
,人民公园,无,中楼层 (共7层),106101442459,3室1厅,135,东北,其他,79.92㎡,1993年建
,温江大学城,有,中楼层 (共25层),106101419344,4室2厅,162,东南,其他,185.67㎡,2009年建
,郫县城区,有,低楼层 (共18层),106101428291,3室2厅,148,东南,其他,95.76㎡,2010年建
,红牌楼,有,中楼层 (共15层),106101414760,1室1厅,95,东南,其他,53.73㎡,2009年建
,双流城区,有,低楼层 (共16层),106101401751,3室2厅,154,南,其他,111.36㎡,2014年建
,卓锦城,有,低楼层 (共34层),106101399805,2室1厅,85,东南,其他,59.32㎡,2011年建
,浣花溪,无,高楼层 (共5层),106101331162,4室2厅,850,南,其他,227.44㎡,2002年建
,衣冠庙,无,高楼层 (共7层),106101351363,3室1厅,113,南,其他,97.94㎡,未知年建
,高升桥,有,高楼层 (共17层),106101325298,3室1厅,320,东南,其他,148.87㎡,2004年建
,锦江生态带,有,中楼层 (共33层),106101321449,4室2厅,240,西南,其他,160.43㎡,2017年建
,蓝谷地,有,高楼层 (共31层),106101314621,2室1厅,124,东,其他,78.85㎡,2012年建
,新双楠,有,中楼层 (共11层),106101322371,3室2厅,180,西,其他,86.21㎡,2014年建
,双流城区,有,中楼层 (共16层),106101280478,1室1厅,79,东南,其他,62.2㎡,2012年建
,大源,有,低楼层 (共36层),106101304263,2室2厅,212,南,其他,85.5㎡,2014年建
,建设路,暂无数据,高楼层 (共7层),106101288322,3室1厅,95,南,简装,74.82㎡,2008年建
,猛追湾,无,中楼层 (共7层),106101274989,3室2厅,175,西,简装,117.22㎡,2001年建
,九眼桥,有,高楼层 (共32层),106101269276,2室1厅,135,南,其他,66.83㎡,2009年建
,双楠,无,高楼层 (共7层),106101266926,3室2厅,158,西南 东北,其他,111.07㎡,2002年建
,神仙树,有,高楼层 (共18层),106101266281,5室2厅,450,西南,其他,172.58㎡,2011年建
,优品道,有,低楼层 (共20层),106101240276,4室2厅,550,南,其他,187.25㎡,2010年建
,丽都,有,中楼层 (共11层),106101268721,2室2厅,160,西南,精装,89.49㎡,2005年建
,东升镇,暂无数据,中楼层 (共6层),106101265149,3室1厅,88,东南,其他,101.83㎡,未知年建
,外金沙,有,低楼层 (共17层),106101253089,3室1厅,175,南,其他,90.19㎡,2009年建
,高新西,有,高楼层 (共27层),106101283517,2室2厅,95,东南,其他,86.16㎡,2013年建
,万年场,有,低楼层 (共27层),106101281224,2室2厅,208,西南,其他,86.05㎡,2016年建
,大丰,暂无数据,中楼层 (共33层),106101279427,2室2厅,86.8,西南,其他,78.14㎡,未知年建
,光华大道沿线,有,中楼层 (共11层),106101271480,3室2厅,228,南,简装,143.53㎡,2008年建
,新会展,有,高楼层 (共31层),106101275713,2室1厅,145,东,其他,78.74㎡,2007年建
,猛追湾,无,低楼层 (共7层),106101275330,1室1厅,59.8,南 北,其他,42.24㎡,1998年建
,蓝谷地,有,中楼层 (共32层),106101278318,3室2厅,223,东南,其他,134㎡,2009年建
,八宝街,有,中楼层 (共30层),106101277196,3室2厅,238,东南,其他,120.45㎡,2003年建
,大丰,无,中楼层 (共5层),106101272733,3室1厅,139,东,毛坯,130.58㎡,2012年建
,万象城,有,低楼层 (共32层),106101271183,3室1厅,210,南,精装,74.29㎡,2010年建
,成渝立交,有,高楼层 (共34层),106101270720,3室2厅,169,东北,毛坯,85.61㎡,2012年建
,温江大学城,有,低楼层 (共25层),106101268434,3室2厅,145,东南,其他,150.12㎡,2009年建
,新会展,有,高楼层 (共49层),106101267724,3室2厅,320,西北,其他,129.37㎡,2017年建
,东苑,有,高楼层 (共32层),106101268118,3室2厅,345,东,其他,139.09㎡,2011年建
,国色天乡,有,高楼层 (共18层),106101267377,3室1厅,135,东南,其他,83.72㎡,2015年建
,九里堤,无,高楼层 (共7层),106101262921,2室1厅,105,东南,其他,81.16㎡,2002年建
,国色天乡,有,高楼层 (共18层),106101269548,3室2厅,113,东南,其他,112.05㎡,2013年建
,卓锦城,有,低楼层 (共12层),106101259671,3室2厅,218,西南 东北,简装,129.25㎡,2006年建
,郫县城区,无,低楼层 (共6层),106101244896,2室2厅,50,东南,其他,88.21㎡,2009年建
,东湖,有,中楼层 (共31层),106101245997,3室2厅,238,东,精装,87.61㎡,2009年建
,三官堂,有,低楼层 (共33层),106101243674,1室1厅,115,西,其他,61.41㎡,2011年建
,红牌楼,有,低楼层 (共11层),106101242132,3室2厅,150,西北,其他,95.77㎡,2009年建
,新华公园,有,中楼层 (共22层),106101240023,1室1厅,108,南,精装,63.76㎡,2007年建
,双流城区,有,高楼层 (共15层),106101233806,2室2厅,100,西北,其他,77.76㎡,2011年建
,东湖,有,低楼层 (共30层),106101241951,2室1厅,145,西,其他,75.21㎡,2008年建
,盐市口,有,中楼层 (共18层),106101232183,1室1厅,198,西南,其他,56.68㎡,2005年建
,合江亭,有,中楼层 (共25层),106101230517,2室1厅,226,东南,其他,91.13㎡,2010年建
,郫县城区,有,高楼层 (共14层),106101594637,3室2厅,108,东南,其他,110.94㎡,2010年建
,三圣乡,有,低楼层 (共32层),106101585647,3室2厅,128,东北,简装,82.29㎡,2015年建
,三圣乡,有,高楼层 (共34层),106101347595,2室2厅,123,西南,其他,72.01㎡,2011年建
,驷马桥,有,中楼层 (共18层),106101578230,2室1厅,120,东,其他,81.17㎡,2011年建
,外光华,有,低楼层 (共20层),106101547919,2室1厅,120,南 北,其他,61.75㎡,2014年建
,火车南站,有,高楼层 (共34层),106101572592,3室2厅,173,南,毛坯,72.07㎡,2015年建
,武侯立交,有,高楼层 (共10层),106101266669,3室1厅,147,南,精装,112.61㎡,2005年建
,航空路,有,中楼层 (共11层),106101250046,4室2厅,215,北,精装,130.98㎡,2002年建
,衣冠庙,无,中楼层 (共7层),106101263416,3室2厅,103,西北,其他,90.68㎡,2000年建
,成渝立交,有,高楼层 (共34层),106101245285,3室2厅,160,东南,简装,97.6㎡,2010年建
,南湖,有,低楼层 (共28层),106101243563,2室1厅,110,南,简装,63.6㎡,2011年建
,卓锦城,有,中楼层 (共40层),106101213757,4室1厅,425,西南,其他,97.6㎡,2015年建
,珠江新城,有,中楼层 (共33层),106101236373,4室2厅,165,东北,其他,113.55㎡,2012年建
,神仙树,有,低楼层 (共18层),106101228365,5室2厅,560,南 北,毛坯,215.34㎡,2011年建
,动物园,有,高楼层 (共21层),106101211685,3室1厅,168,西,精装,87.78㎡,2012年建
,合江亭,有,高楼层 (共32层),106101204537,3室2厅,698,西南,其他,172.52㎡,2010年建
,琉璃场,无,高楼层 (共6层),106101153804,3室2厅,116,东南,精装,87.87㎡,2003年建
,五大花园,有,中楼层 (共16层),106101100331,2室1厅,110,东 西北,简装,78.53㎡,2002年建
,华侨城,有,高楼层 (共30层),106101098394,3室1厅,215,东北,其他,85.18㎡,2010年建
,川音,有,低楼层 (共29层),106101081932,3室2厅,350,东,其他,152.71㎡,2002年建
,武侯立交,有,高楼层 (共16层),106101079000,3室2厅,240,西北,其他,119.6㎡,2008年建
,府南新区,无,中楼层 (共7层),106101078286,2室2厅,98,南,其他,77.04㎡,1999年建
,蛟龙港,有,高楼层 (共14层),106101089084,2室1厅,98,南,其他,76.8㎡,2015年建
,大丰,有,高楼层 (共17层),106101071535,2室2厅,98,南,其他,72.95㎡,2014年建
,盐市口,有,中楼层 (共18层),106101067464,1室1厅,99,北,其他,79.42㎡,2003年建
,蛟龙港,有,高楼层 (共15层),106101066013,2室2厅,115,南,简装,88.93㎡,2015年建
,沙湾,无,低楼层 (共7层),106101064227,2室2厅,106,东南,其他,78.8㎡,1998年建
,金沙,有,中楼层 (共31层),106101059816,2室2厅,200,东南,简装,74.25㎡,2010年建
,新会展,有,中楼层 (共32层),106101038838,3室1厅,215,南 北,其他,118㎡,2009年建
,犀浦,有,低楼层 (共26层),106101042089,2室2厅,95,南,其他,91.2㎡,2014年建
,金沙,无,高楼层 (共7层),106101049731,2室1厅,135,东,其他,78.32㎡,2000年建
,八里小区,无,高楼层 (共7层),106101035256,2室2厅,100,东南 南,其他,77.39㎡,2001年建
,毗河,无,高楼层 (共6层),106101021144,2室1厅,93,南,毛坯,77.88㎡,2012年建
,光华大道沿线,有,低楼层 (共34层),106101024146,2室2厅,108,西,其他,73.93㎡,2008年建
,驷马桥,有,中楼层 (共18层),106101021121,2室2厅,165,南 北,精装,87.24㎡,2013年建
,高家庄,有,中楼层 (共18层),106101019478,2室1厅,118,东,其他,79.79㎡,2009年建
,温江大学城,有,中楼层 (共11层),106101020366,3室2厅,108,东南,其他,97.2㎡,2011年建
,动物园,有,低楼层 (共18层),106101014095,3室2厅,180,南,其他,99.09㎡,2011年建
,中德,有,中楼层 (共33层),106101002056,4室2厅,275,南,精装,88.44㎡,2015年建
,衣冠庙,有,中楼层 (共11层),106100997884,1室1厅,87,东南,其他,45.86㎡,2000年建
,龙泉驿城区,无,高楼层 (共6层),106100996231,3室2厅,180,东南,毛坯,101.45㎡,2009年建
,橡树湾,有,低楼层 (共34层),106100980449,3室1厅,125,东南,其他,54㎡,2013年建
,南湖,有,低楼层 (共34层),106100976720,2室2厅,110,西,精装,77.16㎡,2010年建
,优品道,有,高楼层 (共22层),106100962213,1室1厅,165,北,其他,66.33㎡,2010年建
,龙湾,有,高楼层 (共18层),106100953223,3室2厅,330,南,毛坯,120.59㎡,2009年建
,万年场,有,高楼层 (共29层),106100960223,2室1厅,155,南,精装,76.91㎡,2012年建
,花牌坊,无,中楼层 (共7层),106101218212,2室2厅,113,南,其他,82.5㎡,2000年建
,光华大道沿线,有,高楼层 (共5层),106101028992,5室1厅,196,西南,毛坯,194.68㎡,2009年建
,金牛万达,有,高楼层 (共21层),106101130411,2室1厅,138,西南,精装,70.73㎡,2009年建
